Soil pH,Soil Texture,Wind Speed (m/s),Humidity (%),Is Crop,Start,End,Is Previous Crop,Yield of Previous Crop (kg/ha),Crop Growth Stage,Rainfall Confidence (%),Is Planting Month,Crop to Plant,Water Management,Pest Control Recommendation,Optimal Planting Time
5.3,Loamy,6.6,38.46,Tea,1,12,Cassava,3917.47,Mature,75,12,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
5.1,Clay,9.83,91.38,Bitter Kola,1,12,Eggplant (Brinjal),4670.27,Vegetative,99,9,Rice,Natural moisture retention is sufficient; monitor conditions.,High risk of pests; consider organic options and monitor closely.,Plant immediately.
6.5,Loamy,7.11,97.93,Avocados,5,9,Cucumbers,797.39,Mature,68,11,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.0,Loamy,8.01,49.96,Okra (Lady's Finger),7,9,Pigeon Peas,2737.05,Mature,88,7,Sorghum,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
5.5,Loamy,9.53,63.73,Bananas,1,12,Tea,1734.14,Mature,100,12,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
6.9,Loamy,2.45,67.01,Bananas,1,12,Avocados,3819.63,Vegetative,35,3,Beans,Implement drip irrigation and monitor water levels.,Optimal time to spray; consider preventive measures.,Consider planting a different crop.
5.9,Clay,6.56,73.24,Potatoes,2,4,Watermelon,1276.09,Mature,15,4,Potatoes,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for at least a month.
5.4,Clay,9.28,91.06,Spinach,5,7,Onions,4763.06,Vegetative,69,12,Rice,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Plant immediately if conditions allow.
6.0,Loamy,6.81,78.03,Sorghum,3,5,Bananas,3923.71,Mature,36,8,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
5.2,Loamy,5.05,87.4,Cabbages,6,9,Pigeon Peas,2765.9,Vegetative,70,6,Sorghum,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Delay planting for two weeks.
5.2,Clay,4.8,64.02,Pumpkins,7,9,Sorghum,1626.54,Vegetative,22,10,Potatoes,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Not optimal for planting; consider waiting for the right season.
5.8,Clay,9.52,57.49,Rice,4,6,Groundnuts (Peanuts),2481.59,Mature,73,10,Potatoes,Natural moisture retention is sufficient; monitor conditions.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.9,Clay,9.75,92.33,Maize,3,5,Beans,4673.03,Mature,88,4,Maize,Natural moisture retention is sufficient; monitor conditions.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
5.6,Loamy,5.36,91.14,Carrots,6,8,Chili Peppers,3682.62,Mature,97,3,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
5.1,Loamy,3.99,88.17,Carrots,6,8,Zucchini,3186.93,Mature,12,11,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
5.9,Clay,4.56,68.82,Potatoes,2,4,Maize,1843.63,Vegetative,16,12,Potatoes,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Consider planting a different crop.
5.9,Clay,1.66,93.5,Sorghum,3,5,Pigeon Peas,2659.75,Vegetative,77,4,Potatoes,Natural moisture retention is sufficient; monitor conditions.,High risk of pests; consider organic options and monitor closely.,Plant immediately.
6.6,Loamy,8.31,87.96,Potatoes,2,4,Pumpkins,4118.41,Vegetative,55,3,Beans,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Delay planting for two weeks.
6.7,Loamy,2.57,86.31,Bananas,1,12,Zucchini,305.62,Mature,5,2,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Delay planting for at least a month.
5.8,Loamy,9.46,41.97,Rice,4,6,Eggplant (Brinjal),3159.36,Vegetative,91,7,Beans,Frequent irrigation required for seedling establishment.,Windy conditions; monitor for pests but spraying may be less effective.,Consider planting a different crop.
5.4,Loamy,4.18,75.09,Carrots,6,8,Groundnuts (Peanuts),370.46,Vegetative,53,1,Sorghum,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Not optimal for planting; consider waiting for the right season.
5.5,Clay,3.94,51.6,Carrots,6,8,Cucumbers,3096.99,Mature,0,8,Potatoes,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for at least a month.
5.3,Loamy,6.01,72.35,Tomatoes,7,9,Cucumbers,1368.74,Vegetative,31,1,Beans,Implement drip irrigation and monitor water levels.,High risk of pests; consider organic options and monitor closely.,Consider planting a different crop.
5.3,Loamy,9.72,87.55,Maize,3,5,Coffee,3055.41,Mature,41,8,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
6.8,Loamy,6.47,83.68,Lettuce,5,7,Carrots,3087.82,Mature,85,7,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
6.9,Loamy,0.78,99.91,Spinach,5,7,Eggplant (Brinjal),534.61,Mature,88,3,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
5.7,Clay,6.66,77.75,Beans,8,10,Rice,3586.06,Vegetative,58,4,Potatoes,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Plant immediately if conditions allow.
5.2,Loamy,4.96,71.88,Cabbages,6,9,Cassava,3937.71,Mature,91,5,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
5.8,Loamy,2.95,89.96,Onions,7,9,Okra (Lady's Finger),502.96,Mature,66,4,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
5.4,Clay,5.53,55.34,Groundnuts (Peanuts),1,12,Beans,4743.26,Mature,53,9,Maize,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for two weeks.
5.6,Loamy,8.2,36.54,Groundnuts (Peanuts),1,12,Potatoes,3502.12,Mature,1,8,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Delay planting for at least a month.
5.7,Loamy,3.17,49.84,"Tropical Fruits (Papaya, Guava, etc.)",1,12,Bitter Kola,3416.06,Mature,10,6,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
5.6,Clay,4.27,71.63,Bananas,1,12,Bitter Kola,332.1,Mature,6,7,Potatoes,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.6,Clay,5.91,51.69,Avocados,5,9,Potatoes,1032.27,Vegetative,78,11,Rice,Natural moisture retention is sufficient; monitor conditions.,Windy conditions; monitor for pests but spraying may be less effective.,Consider planting a different crop.
6.7,Loamy,2.08,83.04,Coffee,1,12,Carrots,4566.31,Mature,26,3,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.2,Loamy,6.47,99.8,Cucumbers,8,10,Pineapples,1185.06,Mature,11,4,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
5.8,Clay,2.35,60.34,Maize,3,5,Spinach,1901.71,Vegetative,75,9,Potatoes,Natural moisture retention is sufficient; monitor conditions.,Optimal time to spray; consider preventive measures.,Consider planting a different crop.
5.1,Loamy,2.88,71.97,Watermelon,9,11,Avocados,27.13,Mature,55,7,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
5.1,Loamy,2.65,60.71,Okra (Lady's Finger),7,9,Cucumbers,4064.3,Vegetative,28,1,Beans,Implement drip irrigation and monitor water levels.,Optimal time to spray; consider preventive measures.,Plant immediately if conditions allow.
6.8,Clay,3.08,59.27,Mangoes,10,12,Coffee,851.25,Mature,39,1,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
6.1,Clay,7.26,43.07,Coffee,1,12,Maize,2563.44,Mature,74,2,Potatoes,Natural moisture retention is sufficient; monitor conditions.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
5.5,Loamy,6.41,49.29,Watermelon,9,11,Lettuce,1910.34,Vegetative,88,6,Beans,Frequent irrigation required for seedling establishment.,Windy conditions; monitor for pests but spraying may be less effective.,Not optimal for planting; consider waiting for the right season.
6.6,Clay,3.01,54.26,Mangoes,10,12,Pineapples,1091.34,Mature,16,12,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.3,Loamy,4.02,72.79,Lettuce,5,7,Carrots,2765.63,Mature,7,7,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.3,Loamy,8.23,70.36,Okra (Lady's Finger),7,9,Spinach,3139.89,Vegetative,73,10,Beans,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Consider planting a different crop.
5.5,Loamy,4.54,80.33,Avocados,5,9,Mangoes,1848.43,Mature,98,5,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
6.1,Loamy,8.63,38.65,Chili Peppers,8,10,Bananas,1691.71,Mature,62,12,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
5.9,Loamy,0.38,45.86,Eggplant (Brinjal),8,10,Zucchini,4642.43,Vegetative,1,8,Beans,Implement drip irrigation and monitor water levels.,Optimal time to spray; consider preventive measures.,Delay planting for at least a month.
5.9,Loamy,2.99,34.11,Potatoes,2,4,Pineapples,2837.31,Vegetative,90,3,Beans,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Plant immediately.
6.5,Clay,2.37,85.05,Beans,8,10,Okra (Lady's Finger),881.45,Vegetative,75,1,Rice,Natural moisture retention is sufficient; monitor conditions.,High risk of pests; consider organic options and monitor closely.,Not optimal for planting; consider waiting for the right season.
5.4,Clay,8.52,57.91,Tomatoes,7,9,Pumpkins,1426.47,Vegetative,54,12,Rice,Frequent irrigation required for seedling establishment.,Windy conditions; monitor for pests but spraying may be less effective.,Not optimal for planting; consider waiting for the right season.
6.1,Clay,1.69,38.41,Maize,3,5,Beans,3239.42,Mature,44,11,Maize,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
6.7,Clay,0.76,80.89,Eggplant (Brinjal),8,10,Bananas,4116.27,Vegetative,23,5,Rice,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Plant immediately if conditions allow.
5.0,Loamy,5.83,34.23,Onions,7,9,Watermelon,3576.71,Vegetative,75,12,Beans,Frequent irrigation required for seedling establishment.,Windy conditions; monitor for pests but spraying may be less effective.,Plant immediately if conditions allow.
5.9,Loamy,3.64,86.76,Cucumbers,8,10,Groundnuts (Peanuts),4120.22,Vegetative,60,4,Beans,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Not optimal for planting; consider waiting for the right season.
5.5,Loamy,4.9,48.27,Spinach,5,7,Cucumbers,3210.18,Vegetative,42,12,Beans,Implement drip irrigation and monitor water levels.,Optimal time to spray; consider preventive measures.,Not optimal for planting; consider waiting for the right season.
5.4,Clay,2.37,35.29,Bananas,1,12,Lettuce,833.25,Mature,7,1,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.6,Clay,7.6,79.61,Tomatoes,7,9,Groundnuts (Peanuts),2456.86,Mature,21,9,Maize,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for at least a month.
5.1,Loamy,5.78,63.75,Carrots,6,8,Avocados,4963.12,Vegetative,46,5,Beans,Implement drip irrigation and monitor water levels.,Windy conditions; monitor for pests but spraying may be less effective.,Consider planting a different crop.
6.8,Clay,3.63,46.15,Pineapples,1,12,Eggplant (Brinjal),1164.97,Mature,2,1,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for at least a month.
